id,category,keyword,example_user_text
497,SLEEP_PROBLEMS,night sleep discomfort,I feel discomfort while sleeping at night
498,SLEEP_PROBLEMS,sleep fatigue issue,Sleep fatigue affects my day
499,SLEEP_PROBLEMS,night relaxation issue,I cannot relax at night
500,SLEEP_PROBLEMS,sleep disturbance due to stress,Stress disturbs my sleep
501,SLEEP_PROBLEMS,bedtime mental stress,Mental stress at bedtime
502,SLEEP_PROBLEMS,sleep rest issue,My sleep rest is insufficient
503,SLEEP_PROBLEMS,night sleep pressure,I feel pressure during night sleep
504,SLEEP_PROBLEMS,poor sleep routine,My sleep routine is poor
505,SLEEP_PROBLEMS,night mind activity,My mind stays active at night
506,SLEEP_PROBLEMS,sleep disturbance symptoms,I have sleep disturbance symptoms
507,SLEEP_PROBLEMS,sleep tiredness,Sleep makes me feel tired
508,SLEEP_PROBLEMS,night worry problem,I have night worry problem
509,SLEEP_PROBLEMS,restless mind at night,My mind is restless at night
510,SLEEP_PROBLEMS,sleep disorder symptoms,I show sleep disorder symptoms
511,SLEEP_PROBLEMS,night sleep trouble,I have trouble sleeping at night
512,SLEEP_PROBLEMS,mental overload at night,Mental overload disturbs sleep
513,SLEEP_PROBLEMS,sleep discomfort issue,Sleep discomfort bothers me
514,SLEEP_PROBLEMS,night sleep stress,Night sleep stress affects me
515,SLEEP_PROBLEMS,poor sleep control,I cannot control my sleep
516,SLEEP_PROBLEMS,night rest problem continuously,I have continuous night rest problems
517,SLEEP_PROBLEMS,sleep wellness issue,Sleep wellness is affected
518,SLEEP_PROBLEMS,night relaxation problem,Relaxation at night is difficult
519,SLEEP_PROBLEMS,sleep anxiety problem,I have sleep anxiety problem
520,SLEEP_PROBLEMS,night sleep imbalance,My night sleep is imbalanced
521,SLEEP_PROBLEMS,sleep discomfort health issue,Sleep discomfort affects my health
522,SLEEP_PROBLEMS,sleep disturbance anxiety,Sleep disturbance causes anxiety
523,SLEEP_PROBLEMS,night sleep disorder,I think I have night sleep disorder
524,SLEEP_PROBLEMS,sleep recovery issue,Sleep is not helping recovery
525,SLEEP_PROBLEMS,sleep health concern,I am concerned about sleep health
526,SLEEP_PROBLEMS,night sleep improvement,I want to improve my night sleep
527,DIGESTION_PROBLEMS,indigestion,I am suffering from indigestion
528,DIGESTION_PROBLEMS,constipation,I have constipation problem
529,DIGESTION_PROBLEMS,gas problem,I have gas problem
530,DIGESTION_PROBLEMS,bloating,My stomach feels bloated
531,DIGESTION_PROBLEMS,acidity,I suffer from acidity
532,DIGESTION_PROBLEMS,stomach pain,I have stomach pain
533,DIGESTION_PROBLEMS,poor digestion,My digestion is poor
534,DIGESTION_PROBLEMS,digestive issue,I have digestive issues
535,DIGESTION_PROBLEMS,gastric problem,I have gastric problem
536,DIGESTION_PROBLEMS,stomach discomfort,I feel discomfort in my stomach
537,DIGESTION_PROBLEMS,irregular digestion,My digestion is irregular
538,DIGESTION_PROBLEMS,indigestion problem,I have indigestion problem
539,DIGESTION_PROBLEMS,hard stool,I have hard stool problem
540,DIGESTION_PROBLEMS,slow digestion,My digestion is slow
541,DIGESTION_PROBLEMS,gas formation,I have gas formation
542,DIGESTION_PROBLEMS,abdominal pain,I have abdominal pain
543,DIGESTION_PROBLEMS,stomach heaviness,I feel heaviness in stomach
544,DIGESTION_PROBLEMS,poor gut health,My gut health is poor
545,DIGESTION_PROBLEMS,digestive weakness,I have digestive weakness
546,DIGESTION_PROBLEMS,acid reflux,I have acid reflux
547,DIGESTION_PROBLEMS,heartburn,I feel heartburn
548,DIGESTION_PROBLEMS,frequent gas,I get gas frequently
549,DIGESTION_PROBLEMS,stomach upset,My stomach is upset
550,DIGESTION_PROBLEMS,digestion disorder,I think I have digestion disorder
551,DIGESTION_PROBLEMS,gas pain,I feel pain due to gas
552,DIGESTION_PROBLEMS,indigestion stress,Stress affects my digestion
553,DIGESTION_PROBLEMS,bowel problem,I have bowel problems
554,DIGESTION_PROBLEMS,irregular bowel movement,My bowel movement is irregular
555,DIGESTION_PROBLEMS,gastric discomfort,I feel gastric discomfort
556,DIGESTION_PROBLEMS,poor stomach health,My stomach health is poor
557,DIGESTION_PROBLEMS,abdominal discomfort,I feel abdominal discomfort
558,DIGESTION_PROBLEMS,digestive imbalance,My digestion is imbalanced
559,DIGESTION_PROBLEMS,acidity problem,I have acidity problem
560,DIGESTION_PROBLEMS,gas bloating,Gas causes bloating
561,DIGESTION_PROBLEMS,constipation issue,Constipation is troubling me
562,DIGESTION_PROBLEMS,weak digestion,My digestion is weak
563,DIGESTION_PROBLEMS,stomach pressure,I feel pressure in my stomach
564,DIGESTION_PROBLEMS,indigestion continuously,I have indigestion continuously
565,DIGESTION_PROBLEMS,digestive pain,I have pain due to digestion issues
566,DIGESTION_PROBLEMS,poor digestion health,My digestion health is poor
567,DIGESTION_PROBLEMS,stomach tightness,I feel tightness in stomach
568,DIGESTION_PROBLEMS,gas trouble,Gas trouble affects me
569,DIGESTION_PROBLEMS,digestive discomfort,I feel digestive discomfort
570,DIGESTION_PROBLEMS,stomach cramps,I get stomach cramps
571,DIGESTION_PROBLEMS,bowel discomfort,I feel bowel discomfort
572,DIGESTION_PROBLEMS,digestive stress,Stress causes digestive problems
573,DIGESTION_PROBLEMS,irregular digestion problem,I have irregular digestion problem
574,DIGESTION_PROBLEMS,gas accumulation,Gas accumulates in my stomach
575,DIGESTION_PROBLEMS,poor digestion routine,My digestion routine is poor
576,DIGESTION_PROBLEMS,abdominal bloating,I have abdominal bloating
577,DIGESTION_PROBLEMS,digestive health issue,I have digestive health issue
578,DIGESTION_PROBLEMS,gas pain problem,Gas pain is severe
579,DIGESTION_PROBLEMS,stomach digestion issue,I have stomach digestion issue
580,DIGESTION_PROBLEMS,constipation discomfort,Constipation causes discomfort
581,DIGESTION_PROBLEMS,indigestion symptoms,I have indigestion symptoms
582,DIGESTION_PROBLEMS,stomach gas pain,I have stomach gas pain
583,DIGESTION_PROBLEMS,poor gut digestion,My gut digestion is poor
584,DIGESTION_PROBLEMS,digestive system issue,My digestive system has issues
585,DIGESTION_PROBLEMS,gas problem continuously,I have continuous gas problem
586,DIGESTION_PROBLEMS,abdominal heaviness,I feel abdominal heaviness
587,DIGESTION_PROBLEMS,digestive imbalance problem,I have digestive imbalance problem
588,DIGESTION_PROBLEMS,stomach digestion weakness,My stomach digestion is weak
589,DIGESTION_PROBLEMS,irregular bowel issue,I have irregular bowel issues
590,DIGESTION_PROBLEMS,digestive fatigue,Digestive problems make me tired
591,DIGESTION_PROBLEMS,acidic stomach,My stomach is acidic
592,DIGESTION_PROBLEMS,digestive stress issue,Digestive stress affects me
593,DIGESTION_PROBLEMS,stomach discomfort problem,I have stomach discomfort problem
594,DIGESTION_PROBLEMS,poor digestive control,I cannot control digestion
595,DIGESTION_PROBLEMS,digestive health concern,I worry about digestive health
596,DIGESTION_PROBLEMS,gas pressure,I feel gas pressure
597,DIGESTION_PROBLEMS,abdominal gas issue,I have abdominal gas issue
598,DIGESTION_PROBLEMS,indigestion pain,Indigestion causes pain
599,DIGESTION_PROBLEMS,digestive system weakness,My digestive system is weak
600,DIGESTION_PROBLEMS,stomach health issue,I have stomach health issues
601,DIGESTION_PROBLEMS,digestive discomfort continuously,Digestive discomfort is continuous
602,DIGESTION_PROBLEMS,gas and bloating,I have gas and bloating
603,DIGESTION_PROBLEMS,poor digestive habit,My digestive habits are poor
604,DIGESTION_PROBLEMS,abdominal pain problem,I have abdominal pain problem
605,DIGESTION_PROBLEMS,digestive irritation,I feel digestive irritation
606,DIGESTION_PROBLEMS,stomach pressure problem,I feel stomach pressure problem
607,DIGESTION_PROBLEMS,digestive health imbalance,Digestive health is imbalanced
608,DIGESTION_PROBLEMS,irregular stomach,My stomach works irregularly
609,DIGESTION_PROBLEMS,acidic digestion,I have acidic digestion
610,DIGESTION_PROBLEMS,digestive disturbance,I have digestive disturbance
611,DIGESTION_PROBLEMS,stomach digestion pain,Digestion causes stomach pain
612,DIGESTION_PROBLEMS,gas trouble continuously,Gas trouble is continuous
613,DIGESTION_PROBLEMS,abdominal discomfort problem,I have abdominal discomfort problem
614,DIGESTION_PROBLEMS,digestive health stress,Digestive health stresses me
615,DIGESTION_PROBLEMS,poor stomach digestion,My stomach digestion is poor
616,DIGESTION_PROBLEMS,digestive imbalance symptoms,I have digestive imbalance symptoms
617,DIGESTION_PROBLEMS,stomach digestion disorder,I think I have digestion disorder
618,DIGESTION_PROBLEMS,gas digestion issue,Gas affects my digestion
619,DIGESTION_PROBLEMS,acid reflux problem,I have acid reflux problem
620,DIGESTION_PROBLEMS,digestive discomfort health issue,Digestive discomfort affects my health
621,DIGESTION_PROBLEMS,stomach gas discomfort,Gas causes stomach discomfort
622,DIGESTION_PROBLEMS,digestive health improvement,I want to improve digestion
623,DIGESTION_PROBLEMS,gas pain health issue,Gas pain affects my health
624,DIGESTION_PROBLEMS,digestive routine issue,My digestion routine is poor
625,DIGESTION_PROBLEMS,stomach digestion improvement,I want to improve stomach digestion
626,DIGESTION_PROBLEMS,digestive wellness,I want better digestive wellness
627,NECK_SHOULDER_PAIN,neck pain,I have neck pain
628,NECK_SHOULDER_PAIN,stiff neck,My neck feels very stiff
629,NECK_SHOULDER_PAIN,cervical pain,I am suffering from cervical pain
630,NECK_SHOULDER_PAIN,neck stiffness,I feel stiffness in my neck
631,NECK_SHOULDER_PAIN,shoulder pain,I have shoulder pain
632,NECK_SHOULDER_PAIN,shoulder stiffness,My shoulders feel stiff
633,NECK_SHOULDER_PAIN,frozen shoulder,I have frozen shoulder problem
634,NECK_SHOULDER_PAIN,neck tension,I feel tension in my neck
635,NECK_SHOULDER_PAIN,shoulder tension,I have tension in shoulders
636,NECK_SHOULDER_PAIN,upper body pain,I have pain in upper body
637,NECK_SHOULDER_PAIN,neck discomfort,I feel discomfort in my neck
638,NECK_SHOULDER_PAIN,shoulder discomfort,I feel discomfort in shoulders
639,NECK_SHOULDER_PAIN,cervical stiffness,My cervical area is stiff
640,NECK_SHOULDER_PAIN,neck tightness,I feel tightness in my neck
641,NECK_SHOULDER_PAIN,shoulder tightness,My shoulders feel tight
642,NECK_SHOULDER_PAIN,neck strain,I have strained my neck
643,NECK_SHOULDER_PAIN,shoulder strain,My shoulder muscles are strained
644,NECK_SHOULDER_PAIN,neck muscle pain,I have neck muscle pain
645,NECK_SHOULDER_PAIN,shoulder muscle pain,I have shoulder muscle pain
646,NECK_SHOULDER_PAIN,cervical problem,I have a cervical problem
647,NECK_SHOULDER_PAIN,neck pain while working,I get neck pain while working
648,NECK_SHOULDER_PAIN,shoulder pain while working,I feel shoulder pain while working
649,NECK_SHOULDER_PAIN,neck pain while sleeping,I get neck pain while sleeping
650,NECK_SHOULDER_PAIN,shoulder pain while sleeping,Shoulder pain affects my sleep
651,NECK_SHOULDER_PAIN,neck stiffness problem,I have neck stiffness problem
652,NECK_SHOULDER_PAIN,shoulder stiffness problem,I have shoulder stiffness problem
653,NECK_SHOULDER_PAIN,upper neck pain,I feel pain in upper neck
654,NECK_SHOULDER_PAIN,lower neck pain,I feel pain in lower neck
655,NECK_SHOULDER_PAIN,left shoulder pain,I have pain in my left shoulder
656,NECK_SHOULDER_PAIN,right shoulder pain,I have pain in my right shoulder
657,NECK_SHOULDER_PAIN,neck pressure,I feel pressure in my neck
658,NECK_SHOULDER_PAIN,shoulder pressure,I feel pressure in shoulders
659,NECK_SHOULDER_PAIN,neck heaviness,My neck feels heavy
660,NECK_SHOULDER_PAIN,shoulder heaviness,My shoulders feel heavy
661,NECK_SHOULDER_PAIN,neck weakness,My neck feels weak
662,NECK_SHOULDER_PAIN,shoulder weakness,My shoulders feel weak
663,NECK_SHOULDER_PAIN,neck pain continuously,I have continuous neck pain
664,NECK_SHOULDER_PAIN,shoulder pain continuously,I have continuous shoulder pain
665,NECK_SHOULDER_PAIN,neck discomfort problem,I have neck discomfort problem
666,NECK_SHOULDER_PAIN,shoulder discomfort problem,I have shoulder discomfort problem
667,NECK_SHOULDER_PAIN,cervical tension,I feel cervical tension
668,NECK_SHOULDER_PAIN,neck mobility issue,I have neck mobility issues
669,NECK_SHOULDER_PAIN,shoulder mobility issue,I have shoulder mobility issues
670,NECK_SHOULDER_PAIN,neck movement pain,Neck movement causes pain
671,NECK_SHOULDER_PAIN,shoulder movement pain,Shoulder movement causes pain
672,NECK_SHOULDER_PAIN,neck stiffness while waking,I feel neck stiffness after waking
673,NECK_SHOULDER_PAIN,shoulder stiffness while waking,I feel shoulder stiffness after waking
674,NECK_SHOULDER_PAIN,neck pain due to posture,Bad posture causes neck pain
675,NECK_SHOULDER_PAIN,shoulder pain due to posture,Posture causes shoulder pain
676,NECK_SHOULDER_PAIN,cervical discomfort,I feel cervical discomfort
677,NECK_SHOULDER_PAIN,neck pain and stiffness,I have neck pain and stiffness
678,NECK_SHOULDER_PAIN,shoulder pain and stiffness,I have shoulder pain and stiffness
679,NECK_SHOULDER_PAIN,neck joint pain,I have neck joint pain
680,NECK_SHOULDER_PAIN,shoulder joint pain,I have shoulder joint pain
681,NECK_SHOULDER_PAIN,neck inflammation,I have neck inflammation
682,NECK_SHOULDER_PAIN,shoulder inflammation,I have shoulder inflammation
683,NECK_SHOULDER_PAIN,neck pain health issue,Neck pain is affecting my health
684,NECK_SHOULDER_PAIN,shoulder pain health issue,Shoulder pain affects my health
685,NECK_SHOULDER_PAIN,neck tension problem,I have neck tension problem
686,NECK_SHOULDER_PAIN,shoulder tension problem,I have shoulder tension problem
687,NECK_SHOULDER_PAIN,neck stress,Stress causes neck pain
688,NECK_SHOULDER_PAIN,shoulder stress,Stress causes shoulder pain
689,NECK_SHOULDER_PAIN,neck tight muscles,My neck muscles are tight
690,NECK_SHOULDER_PAIN,shoulder tight muscles,My shoulder muscles are tight
691,NECK_SHOULDER_PAIN,neck pain problem,I have a neck pain problem
692,NECK_SHOULDER_PAIN,shoulder pain problem,I have a shoulder pain problem
693,NECK_SHOULDER_PAIN,neck pain while sitting,I get neck pain while sitting
694,NECK_SHOULDER_PAIN,shoulder pain while sitting,I get shoulder pain while sitting
695,NECK_SHOULDER_PAIN,neck pain while driving,I get neck pain while driving
696,NECK_SHOULDER_PAIN,shoulder pain while driving,I get shoulder pain while driving
697,NECK_SHOULDER_PAIN,neck stiffness continuously,I have continuous neck stiffness
698,NECK_SHOULDER_PAIN,shoulder stiffness continuously,I have continuous shoulder stiffness
699,NECK_SHOULDER_PAIN,neck pain due to screen use,Screen use causes neck pain
700,NECK_SHOULDER_PAIN,shoulder pain due to screen use,Screen use causes shoulder pain
701,NECK_SHOULDER_PAIN,neck pain relief need,I need relief from neck pain
702,NECK_SHOULDER_PAIN,shoulder pain relief need,I need relief from shoulder pain
703,NECK_SHOULDER_PAIN,neck discomfort continuously,I feel continuous neck discomfort
704,NECK_SHOULDER_PAIN,shoulder discomfort continuously,I feel continuous shoulder discomfort
705,NECK_SHOULDER_PAIN,neck posture issue,I have neck posture issues
706,NECK_SHOULDER_PAIN,shoulder posture issue,I have shoulder posture issues
707,NECK_SHOULDER_PAIN,neck pain yoga need,I need yoga for neck pain
708,NECK_SHOULDER_PAIN,shoulder pain yoga need,I need yoga for shoulder pain
709,NECK_SHOULDER_PAIN,neck pain daily,I experience neck pain daily
710,NECK_SHOULDER_PAIN,shoulder pain daily,I experience shoulder pain daily
711,NECK_SHOULDER_PAIN,neck pain discomfort,Neck pain causes discomfort
712,NECK_SHOULDER_PAIN,shoulder pain discomfort,Shoulder pain causes discomfort
713,NECK_SHOULDER_PAIN,neck stiffness health issue,Neck stiffness affects my health
714,NECK_SHOULDER_PAIN,shoulder stiffness health issue,Shoulder stiffness affects my health
715,NECK_SHOULDER_PAIN,neck movement restriction,My neck movement is restricted
716,NECK_SHOULDER_PAIN,shoulder movement restriction,My shoulder movement is restricted
717,NECK_SHOULDER_PAIN,neck pain improvement,I want to improve neck pain
718,NECK_SHOULDER_PAIN,shoulder pain improvement,I want to improve shoulder pain
719,NECK_SHOULDER_PAIN,neck stiffness improvement,I want to reduce neck stiffness
720,NECK_SHOULDER_PAIN,shoulder stiffness improvement,I want to reduce shoulder stiffness
721,NECK_SHOULDER_PAIN,neck pain concern,Neck pain is my concern
722,NECK_SHOULDER_PAIN,shoulder pain concern,Shoulder pain is my concern
723,NECK_SHOULDER_PAIN,neck discomfort health concern,Neck discomfort affects my health
724,NECK_SHOULDER_PAIN,shoulder discomfort health concern,Shoulder discomfort affects my health
725,NECK_SHOULDER_PAIN,neck pain continuously daily,I have continuous daily neck pain
726,NECK_SHOULDER_PAIN,shoulder pain continuously daily,I have continuous daily shoulder pain
727,ENERGY_FATIGUE,low energy,I feel low on energy
728,ENERGY_FATIGUE,tired,I feel tired all the time
729,ENERGY_FATIGUE,fatigue,I am suffering from fatigue
730,ENERGY_FATIGUE,weakness,I feel weakness in my body
731,ENERGY_FATIGUE,low stamina,My stamina is very low
732,ENERGY_FATIGUE,exhausted,I feel exhausted
733,ENERGY_FATIGUE,energy loss,I feel energy loss daily
734,ENERGY_FATIGUE,body weakness,I have body weakness
735,ENERGY_FATIGUE,physical fatigue,I have physical fatigue
736,ENERGY_FATIGUE,mental fatigue,I have mental fatigue
737,ENERGY_FATIGUE,tiredness,I feel constant tiredness
738,ENERGY_FATIGUE,low strength,I have low strength
739,ENERGY_FATIGUE,no energy,I have no energy left
740,ENERGY_FATIGUE,feeling drained,I feel completely drained
741,ENERGY_FATIGUE,low vitality,My vitality is very low
742,ENERGY_FATIGUE,lack of energy,I lack energy throughout the day
743,ENERGY_FATIGUE,weak body,My body feels weak
744,ENERGY_FATIGUE,energy drop,I experience sudden energy drop
745,ENERGY_FATIGUE,feeling sleepy,I feel sleepy all day
746,ENERGY_FATIGUE,lethargic,I feel lethargic
747,ENERGY_FATIGUE,low power,I have low power in my body
748,ENERGY_FATIGUE,energy problem,I have energy related problems
749,ENERGY_FATIGUE,constant fatigue,I have constant fatigue
750,ENERGY_FATIGUE,muscle weakness,I have muscle weakness
751,ENERGY_FATIGUE,low endurance,My endurance is low
752,ENERGY_FATIGUE,energy deficiency,I feel energy deficiency
753,ENERGY_FATIGUE,body tiredness,I have body tiredness
754,ENERGY_FATIGUE,mental tiredness,I have mental tiredness
755,ENERGY_FATIGUE,low motivation,Low energy affects my motivation
756,ENERGY_FATIGUE,feeling lazy,I feel lazy all the time
757,ENERGY_FATIGUE,energy imbalance,I feel energy imbalance
758,ENERGY_FATIGUE,feeling dull,I feel dull and inactive
759,ENERGY_FATIGUE,low productivity,Low energy reduces productivity
760,ENERGY_FATIGUE,energy crash,I experience energy crash
761,ENERGY_FATIGUE,feeling weak daily,I feel weak daily
762,ENERGY_FATIGUE,daytime fatigue,I have fatigue during the day
763,ENERGY_FATIGUE,morning tiredness,I feel tired in the morning
764,ENERGY_FATIGUE,evening fatigue,I feel fatigue in the evening
765,ENERGY_FATIGUE,low body power,My body power is low
766,ENERGY_FATIGUE,low physical energy,I have low physical energy
767,ENERGY_FATIGUE,low mental energy,I have low mental energy
768,ENERGY_FATIGUE,energy depletion,I feel energy depletion
769,ENERGY_FATIGUE,overall weakness,I have overall weakness
770,ENERGY_FATIGUE,feeling inactive,I feel inactive most of the time
771,ENERGY_FATIGUE,body exhaustion,I feel body exhaustion
772,ENERGY_FATIGUE,mind exhaustion,My mind feels exhausted
773,ENERGY_FATIGUE,energy recovery,I want energy recovery
774,ENERGY_FATIGUE,need more energy,I need more energy
775,ENERGY_FATIGUE,boost energy,I want to boost my energy
776,ENERGY_FATIGUE,energy improvement,I want to improve my energy
777,ENERGY_FATIGUE,feeling powerless,I feel powerless
778,ENERGY_FATIGUE,low activity level,My activity level is low
779,ENERGY_FATIGUE,body heaviness,My body feels heavy
780,ENERGY_FATIGUE,slow body,My body feels slow
781,ENERGY_FATIGUE,energy imbalance issue,I have energy imbalance issue
782,ENERGY_FATIGUE,weak immune feeling,I feel immunity is weak
783,ENERGY_FATIGUE,low daily energy,My daily energy is low
784,ENERGY_FATIGUE,energy support,I need energy support
785,ENERGY_FATIGUE,energy yoga need,I need yoga for energy
786,ENERGY_FATIGUE,prana deficiency,I feel prana deficiency
787,ENERGY_FATIGUE,low life force,My life force feels low
788,ENERGY_FATIGUE,energy imbalance feeling,I feel energy imbalance
789,ENERGY_FATIGUE,weakness problem,I have weakness problem
790,ENERGY_FATIGUE,energy related issue,I have energy related issues
791,ENERGY_FATIGUE,low enthusiasm,I lack enthusiasm
792,ENERGY_FATIGUE,energy drop daily,I face daily energy drop
793,ENERGY_FATIGUE,energy loss problem,I have energy loss problem
794,ENERGY_FATIGUE,constant low energy,I have constant low energy
795,ENERGY_FATIGUE,feeling drained daily,I feel drained daily
796,ENERGY_FATIGUE,energy fatigue issue,I have energy fatigue issue
797,ENERGY_FATIGUE,body tired problem,I have body tired problem
798,ENERGY_FATIGUE,mental exhaustion,I have mental exhaustion
799,ENERGY_FATIGUE,low energy concern,Low energy is my concern
800,ENERGY_FATIGUE,energy weakness,I feel energy weakness
801,ENERGY_FATIGUE,body power loss,I feel body power loss
802,ENERGY_FATIGUE,energy recovery need,I need energy recovery
803,ENERGY_FATIGUE,energy healing,I want energy healing
804,ENERGY_FATIGUE,low energy lifestyle,Low energy affects my lifestyle
805,ENERGY_FATIGUE,weak feeling,I feel weak
806,ENERGY_FATIGUE,low vitality issue,I have low vitality issue
807,ENERGY_FATIGUE,energy balance,I want energy balance
808,ENERGY_FATIGUE,energy increase,I want to increase energy
809,ENERGY_FATIGUE,energy improvement yoga,I want yoga for energy improvement
810,ENERGY_FATIGUE,low physical strength,I have low physical strength
811,ENERGY_FATIGUE,low mental strength,I have low mental strength
812,ENERGY_FATIGUE,energy support yoga,I need yoga for energy support
813,ENERGY_FATIGUE,body fatigue daily,I have daily body fatigue
814,ENERGY_FATIGUE,mind fatigue daily,I have daily mind fatigue
815,ENERGY_FATIGUE,energy loss feeling,I feel energy loss
816,ENERGY_FATIGUE,energy boost need,I need an energy boost
817,ENERGY_FATIGUE,low energy symptoms,I have low energy symptoms
818,ENERGY_FATIGUE,energy improvement need,I need energy improvement
819,ENERGY_FATIGUE,constant tired feeling,I feel constantly tired
820,ENERGY_FATIGUE,energy weakness problem,I have energy weakness problem
821,ENERGY_FATIGUE,energy balance issue,I have energy balance issue
822,ENERGY_FATIGUE,body fatigue concern,Body fatigue is my concern
823,ENERGY_FATIGUE,mental fatigue concern,Mental fatigue is my concern
824,ENERGY_FATIGUE,low energy daily,I feel low energy daily
825,ENERGY_FATIGUE,energy recovery yoga,I need yoga for energy recovery
826,ENERGY_FATIGUE,energy wellness,I want energy wellness
827,SLEEP_INSOMNIA,insomnia,I am suffering from insomnia
828,SLEEP_INSOMNIA,sleep problem,I have sleep problems
829,SLEEP_INSOMNIA,unable to sleep,I am unable to sleep at night
830,SLEEP_INSOMNIA,sleeplessness,I have sleeplessness
831,SLEEP_INSOMNIA,poor sleep,I get poor sleep daily
832,SLEEP_INSOMNIA,disturbed sleep,My sleep is disturbed
833,SLEEP_INSOMNIA,irregular sleep,I have irregular sleep cycle
834,SLEEP_INSOMNIA,late sleep,I sleep very late at night
835,SLEEP_INSOMNIA,early waking,I wake up very early
836,SLEEP_INSOMNIA,night waking,I wake up many times at night
837,SLEEP_INSOMNIA,restless sleep,My sleep is restless
838,SLEEP_INSOMNIA,light sleep,I have very light sleep
839,SLEEP_INSOMNIA,deep sleep issue,I do not get deep sleep
840,SLEEP_INSOMNIA,sleep disorder,I have a sleep disorder
841,SLEEP_INSOMNIA,sleep difficulty,I face difficulty sleeping
842,SLEEP_INSOMNIA,sleep anxiety,Anxiety affects my sleep
843,SLEEP_INSOMNIA,sleep stress,Stress affects my sleep
844,SLEEP_INSOMNIA,night stress,I feel stressed at night
845,SLEEP_INSOMNIA,night anxiety,I feel anxious at night
846,SLEEP_INSOMNIA,overthinking at night,I overthink at night
847,SLEEP_INSOMNIA,can't fall asleep,I can't fall asleep easily
848,SLEEP_INSOMNIA,delayed sleep,My sleep is delayed
849,SLEEP_INSOMNIA,broken sleep,I have broken sleep
850,SLEEP_INSOMNIA,poor sleep quality,My sleep quality is poor
851,SLEEP_INSOMNIA,night restlessness,I feel restless at night
852,SLEEP_INSOMNIA,mental disturbance at night,My mind is disturbed at night
853,SLEEP_INSOMNIA,frequent night waking,I wake up frequently at night
854,SLEEP_INSOMNIA,unrefreshing sleep,My sleep is not refreshing
855,SLEEP_INSOMNIA,sleep fatigue,I feel tired after sleeping
856,SLEEP_INSOMNIA,short sleep,I sleep for a short time
857,SLEEP_INSOMNIA,sleep deprivation,I suffer from sleep deprivation
858,SLEEP_INSOMNIA,night discomfort,I feel discomfort at night
859,SLEEP_INSOMNIA,night worry,I worry at night
860,SLEEP_INSOMNIA,night panic,I get panic at night
861,SLEEP_INSOMNIA,sleep interruption,My sleep gets interrupted
862,SLEEP_INSOMNIA,difficulty falling asleep,I have difficulty falling asleep
863,SLEEP_INSOMNIA,difficulty staying asleep,I have difficulty staying asleep
864,SLEEP_INSOMNIA,night tension,I feel tension at night
865,SLEEP_INSOMNIA,sleep cycle issue,My sleep cycle is disturbed
866,SLEEP_INSOMNIA,irregular bedtime,I have irregular bedtime
867,SLEEP_INSOMNIA,night thoughts,Too many thoughts at night
868,SLEEP_INSOMNIA,mind active at night,My mind stays active at night
869,SLEEP_INSOMNIA,late night anxiety,I have anxiety late at night
870,SLEEP_INSOMNIA,late night stress,I feel stressed late at night
871,SLEEP_INSOMNIA,night fear,I feel fear at night
872,SLEEP_INSOMNIA,sleep imbalance,I have sleep imbalance
873,SLEEP_INSOMNIA,poor night rest,I do not rest well at night
874,SLEEP_INSOMNIA,sleep wellness issue,I have sleep wellness issues
875,SLEEP_INSOMNIA,night discomfort problem,I have night discomfort problem
876,SLEEP_INSOMNIA,sleep health issue,Sleep affects my health
877,SLEEP_INSOMNIA,sleep improvement,I want to improve my sleep
878,SLEEP_INSOMNIA,better sleep need,I want better sleep
879,SLEEP_INSOMNIA,sleep recovery,I need sleep recovery
880,SLEEP_INSOMNIA,sleep relaxation,I need relaxation for sleep
881,SLEEP_INSOMNIA,yoga for sleep,I want yoga for sleep
882,SLEEP_INSOMNIA,deep sleep need,I want deep sleep
883,SLEEP_INSOMNIA,night calm,I want calm nights
884,SLEEP_INSOMNIA,peaceful sleep,I want peaceful sleep
885,SLEEP_INSOMNIA,night relaxation,I need night relaxation
886,SLEEP_INSOMNIA,sleep therapy,I need sleep therapy
887,SLEEP_INSOMNIA,sleep balance,I want sleep balance
888,SLEEP_INSOMNIA,night rest issue,I have night rest issues
889,SLEEP_INSOMNIA,night restlessness problem,I have night restlessness problem
890,SLEEP_INSOMNIA,poor bedtime routine,My bedtime routine is poor
891,SLEEP_INSOMNIA,night mental stress,I feel mental stress at night
892,SLEEP_INSOMNIA,night overthinking,I overthink before sleeping
893,SLEEP_INSOMNIA,night anxiety problem,I have night anxiety problem
894,SLEEP_INSOMNIA,sleep calm need,I need calm sleep
895,SLEEP_INSOMNIA,sleep support,I need sleep support
896,SLEEP_INSOMNIA,sleep yoga need,I need yoga for better sleep
897,SLEEP_INSOMNIA,sleep improvement yoga,I want yoga to improve sleep
898,SLEEP_INSOMNIA,night discomfort health,Night discomfort affects my health
899,SLEEP_INSOMNIA,night worry problem,I have night worry problem
900,SLEEP_INSOMNIA,night fear problem,I have night fear problem
901,SLEEP_INSOMNIA,sleep peace,I want sleep peace
902,SLEEP_INSOMNIA,night mental fatigue,I feel mentally tired at night
903,SLEEP_INSOMNIA,night tension problem,I have night tension problem
904,SLEEP_INSOMNIA,sleep calmness,I want calmness during sleep
905,SLEEP_INSOMNIA,night sleep issue,I have night sleep issues
906,SLEEP_INSOMNIA,sleep disturbance problem,I have sleep disturbance problem
